method,id,gold,base_label,predicted_label,biolinkbert_label,uncertainty_score,audit_score,label_entropy,maybe_fraction,inconclusive_fraction,mean_disagreement_with_mode,flip_rate,panel_uncertainty_conf,bert_is_maybe,semantic_entropy,supported,refuted,silent
nli_abstract_balanced90,pubmedqa-official-24666444,no,,,,,0.9928849901096353,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19103915,maybe,,,,,0.9935518959345684,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-9427037,yes,,,,,0.9969571791972596,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18496363,no,,,,,0.9970171650777495,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11867487,maybe,,,,,0.9987754467995107,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24481006,yes,,,,,0.9982731790123267,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12040336,no,,,,,0.998458393546086,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12630042,maybe,,,,,0.9938825862800409,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-8165771,yes,,,,,0.9951561427505212,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-14631523,no,,,,,0.5012618182974214,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19468282,maybe,,,,,0.832019243598308,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22680064,yes,,,,,0.9981694797054198,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21823940,no,,,,,0.9940184430633412,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-16538201,maybe,,,,,0.9931501228779454,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22540518,yes,,,,,0.7127483643032317,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-17971187,no,,,,,0.8228103184878905,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-20971618,maybe,,,,,0.5563112278273742,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-20629769,yes,,,,,0.9927943709438218,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-27642458,no,,,,,0.9934190709158994,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24336869,maybe,,,,,0.9969903007355583,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21726930,yes,,,,,0.9945658301444251,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12970636,no,,,,,0.9700403672186184,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-20197761,maybe,,,,,0.9975153594230867,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21481154,yes,,,,,0.9977630272155942,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11138995,no,,,,,0.9966046149387267,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-16968876,maybe,,,,,0.9992957283068975,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22902073,yes,,,,,0.9915028189908048,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-15388567,no,,,,,0.9665627116049356,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-26778755,maybe,,,,,0.5130806710093627,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-26370095,yes,,,,,0.9982291524336645,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19142546,no,,,,,0.9982424889211987,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18568290,maybe,,,,,0.9904740641970358,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18041059,yes,,,,,0.7415095745364038,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-8921484,no,,,,,0.9977006668802717,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25371231,maybe,,,,,0.9972310187403021,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-15041506,yes,,,,,0.9983055648465913,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-26209118,no,,,,,0.5443600698039469,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25394614,maybe,,,,,0.5094385506393846,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11146778,yes,,,,,0.9898254640393136,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22668852,no,,,,,0.9965800656827513,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11570976,maybe,,,,,0.9985296871483654,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-27281318,yes,,,,,0.583216873268716,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18019905,no,,,,,0.9976762269102601,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-16816043,maybe,,,,,0.9880359840786872,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21645374,yes,,,,,0.9976257956086563,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18378554,no,,,,,0.9834516481399562,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12805495,maybe,,,,,0.9963091085730034,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-9465206,yes,,,,,0.9102252685341811,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24073931,no,,,,,0.9947408585153532,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25571931,maybe,,,,,0.9960250338928827,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25887165,yes,,,,,0.9993136663051747,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-7547656,no,,,,,0.5015025787162194,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19578820,maybe,,,,,0.9914174490520207,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-15995461,yes,,,,,0.9952403973154498,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-28359277,no,,,,,0.9986216309637111,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18243752,maybe,,,,,0.9970495679304119,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21850494,yes,,,,,0.994731129462336,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18667100,no,,,,,0.9939260937039811,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11458136,maybe,,,,,0.995384497901832,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-19106867,yes,,,,,0.9979716666175464,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-10781708,no,,,,,0.9960532147106822,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-12790890,maybe,,,,,0.9992674633504531,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-21342862,yes,,,,,0.9979840733066665,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-22522271,no,,,,,0.92485730838661,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-18714572,maybe,,,,,0.5063063971602562,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-24352924,yes,,,,,0.5022943338118053,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-11955750,no,,,,,0.995833177336132,,,,,,,,,,,
nli_abstract_balanced90,pubmedqa-official-25103647,maybe,,,,,0.566254695139955,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12377809,yes,,,,,0.7497490231373436,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24577079,no,,,,,0.998871950300886,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18284441,maybe,,,,,0.7459247957878543,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-26163474,yes,,,,,0.7479973852779846,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24669960,no,,,,,0.7352337498679758,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18802997,maybe,,,,,0.7462240097045141,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19100463,yes,,,,,0.9993570150140001,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-15502995,no,,,,,0.996997361193398,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-17621202,maybe,,,,,0.940457441557029,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18537964,yes,,,,,0.9982022555729791,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21214884,no,,,,,0.7424462211054645,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11411430,maybe,,,,,0.7510911936157307,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12913878,yes,,,,,0.9951580625686918,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24476003,no,,,,,0.7423686452027851,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-26708803,maybe,,,,,0.9922853729447683,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12765819,yes,,,,,0.9843092160678493,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22758782,no,,,,,0.7514728567101719,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25079920,maybe,,,,,0.022879000896342424,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25475395,yes,,,,,0.7547587400918854,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-14627582,no,,,,,0.9953554434617039,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25793749,maybe,,,,,0.9995290984933007,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19130332,yes,,,,,0.9970930737019139,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24666444,no,,,,,0.30755697772404966,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19103915,maybe,,,,,0.9970944373215298,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-9427037,yes,,,,,0.7512399676993362,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18496363,no,,,,,0.9956689569353308,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11867487,maybe,,,,,0.999150461871471,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24481006,yes,,,,,0.7501814477487765,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12040336,no,,,,,0.9979358808082779,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12630042,maybe,,,,,0.9993476517719386,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-8165771,yes,,,,,0.998176919460075,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-14631523,no,,,,,0.9962071916857108,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19468282,maybe,,,,,0.7556116209306691,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22680064,yes,,,,,0.7500492445800085,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21823940,no,,,,,0.9986753163471027,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-16538201,maybe,,,,,0.7518173070700462,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22540518,yes,,,,,0.747883315802292,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-17971187,no,,,,,0.99905980897915,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-20971618,maybe,,,,,0.7579453026759715,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-20629769,yes,,,,,0.7507184540304068,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-27642458,no,,,,,0.9990217797149086,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24336869,maybe,,,,,0.749666798744053,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21726930,yes,,,,,0.9702255251426266,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12970636,no,,,,,0.7315915512536739,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-20197761,maybe,,,,,0.9864607391183783,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21481154,yes,,,,,0.9947448383659099,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11138995,no,,,,,0.9904758228902937,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-16968876,maybe,,,,,0.750954443441777,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22902073,yes,,,,,0.989081833781057,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-15388567,no,,,,,0.9987079023408645,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-26778755,maybe,,,,,0.9988899375710016,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-26370095,yes,,,,,0.7436611854600494,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19142546,no,,,,,0.9730787133631175,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18568290,maybe,,,,,0.7520051022734113,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18041059,yes,,,,,0.9856001673043251,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-8921484,no,,,,,0.7414436932610111,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25371231,maybe,,,,,0.9941523413575665,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-15041506,yes,,,,,0.9378440961983143,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-26209118,no,,,,,0.7496721176247902,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25394614,maybe,,,,,0.9863229528551205,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11146778,yes,,,,,0.7470154191891246,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22668852,no,,,,,0.06982233508501458,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11570976,maybe,,,,,0.9993879291394463,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-27281318,yes,,,,,0.743481306950768,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18019905,no,,,,,0.9986155764994425,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-16816043,maybe,,,,,0.9921488712155434,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21645374,yes,,,,,0.9961575383248675,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18378554,no,,,,,0.9979062758488741,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12805495,maybe,,,,,0.9990567608481247,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-9465206,yes,,,,,0.8262046438367259,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24073931,no,,,,,0.9958312657413604,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25571931,maybe,,,,,0.9958368932947854,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25887165,yes,,,,,0.9988766900645434,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-7547656,no,,,,,0.10265322522488256,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19578820,maybe,,,,,0.9962242399016694,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-15995461,yes,,,,,0.9535746809913708,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-28359277,no,,,,,0.9995147114097733,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18243752,maybe,,,,,0.4114793940311915,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21850494,yes,,,,,0.9058626654295758,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18667100,no,,,,,0.7941195952625277,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11458136,maybe,,,,,0.9991140951365762,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-19106867,yes,,,,,0.8168351033210779,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-10781708,no,,,,,0.9946280670502718,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-12790890,maybe,,,,,0.24027907601677126,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-21342862,yes,,,,,0.7436465754442785,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-22522271,no,,,,,0.9833959327805859,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-18714572,maybe,,,,,0.9721796906747482,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-24352924,yes,,,,,0.6416948315107274,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-11955750,no,,,,,0.7515227298696135,,,,,,,,,,,
nli_oracle_balanced90,pubmedqa-official-25103647,maybe,,,,,0.9920143417755614,,,,,,,,,,,
